round_id,episode_id,episode_number,title,published_at,public_figure,participants,winners,is_tie,playable,confidence,spotify_url,audio_url
ko-432,432,79,"#79: O arroubo autoritário de Paulo Guedes, o Centro se movimenta, e a PEC da 2ª instância",2019-11-28T16:52:00-03:00,Marcelo Álvaro Antônio,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.92,https://open.spotify.com/episode/44RZlLRtugG7780Cmgev0A,https://traffic.megaphone.fm/NPP4791965316.mp3?updated=1712695580
ko-431,431,80,"#80: A tragédia em Paraisópolis, o desaforo de Trump e a cultura do desaforo",2019-12-05T16:45:00-03:00,,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.82,https://open.spotify.com/episode/0cQVvpDECv6EVbFNK0bc91,https://traffic.megaphone.fm/NPP4884666000.mp3?updated=1712695528
ko-430,430,81,"#81: A popularidade de Bolsonaro, o pacote anticrime sem Moro e as fake news na mira",2019-12-12T16:45:00-03:00,Selma Arruda,Fernando de Barros e Silva; Malu Gaspar; Thais Bilenky,Malu Gaspar,false,true,0.97,https://open.spotify.com/episode/1Rbl7QrIDxf1ScXzHmuXKJ,https://traffic.megaphone.fm/NPP7757689711.mp3?updated=1712693539
ko-429,429,82,"#82: Crise na saúde do Rio, Weintraub sob ataque e o boicote do Brasil à COP 25",2019-12-19T16:45:00-03:00,Sargento Isidório,Malu Gaspar; Thais Bilenky; Bernardo Esteves,,false,false,0.98,https://open.spotify.com/episode/2e7ZBhhDMGw8m6okckk8f7,https://traffic.megaphone.fm/NPP9904468913.mp3?updated=1712693484
ko-428,428,83,"#83: EUA x Irã, Bolsonaro x Moro  e o atentado ao Porta dos Fundos",2020-01-09T16:50:00-03:00,Sargento Fahur,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.9,https://open.spotify.com/episode/6yIZV8uR7ScuzEEHq8EzoB,https://traffic.megaphone.fm/NPP8069423669.mp3?updated=1712690418
ko-427,427,84,"#84: Ascensão evangélica, Democracia em Vertigem e o Aliança pelo Brasil",2020-01-16T17:54:00-03:00,Damares Alves,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/4x3qWqVjYIqJgYBpKxTq9k,https://traffic.megaphone.fm/NPP7986170233.mp3?updated=1712690336
ko-426,426,85,"#85: A política de Moro, os negócios de Wajngarten e o nazismo na Cultura",2020-01-23T16:50:00-03:00,Anthony Garotinho,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Fernando de Barros e Silva,false,true,0.99,https://open.spotify.com/episode/4HaEB8aUKUr0D8DAsRUW30,https://traffic.megaphone.fm/NPP2674930945.mp3?updated=1712690241
ko-425,425,86,"#86: O desastrado Enem de Weintraub, um governo de mamatas e a molecagem de Witzel",2020-01-30T16:50:00-03:00,Márcia Fernandes,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.95,https://open.spotify.com/episode/3aekm2LT06umknflpJv478,https://traffic.megaphone.fm/NPP4972255015.mp3?updated=1712690160
ko-424,424,87,"#87: A ameaça do coronavírus, o “maiamentarismo” e a aliança BolsoSkaf",2020-02-06T16:40:00-03:00,Allan dos Santos,Fernando de Barros e Silva; José Roberto de Toledo; Bernardo Esteves; Thais Bilenky,Bernardo Esteves,false,true,0.96,https://open.spotify.com/episode/5bLZHLmK2OwY5x7feWWd30,https://traffic.megaphone.fm/NPP2768669600.mp3?updated=1712688751
ko-422,422,88,"#88: O miliciano morto, o Bolsa Família e o Pateta, e uma São Paulo submersa",2020-02-13T17:16:00-03:00,Luiz Fernando Pezão,Fernando de Barros e Silva; José Roberto de Toledo; Alain de Abreu; Thais Bilenky,José Roberto de Toledo,false,true,0.95,https://open.spotify.com/episode/5pNUcK3tcobZ2BPZOXA1Tc,https://traffic.megaphone.fm/NPP2173729875.mp3?updated=1712688672
ko-421,421,89,"#89: As mentiras de Bolsonaro, a caserna no Planalto e os tiros contra Cid Gomes",2020-02-20T17:00:00-03:00,Capitão Augusto,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.98,,https://traffic.megaphone.fm/NPP2900114550.mp3?updated=1712688597
ko-420,420,90,"#90: O golpismo de Bolsonaro, a polícia política e a Super Terça americana",2020-03-05T16:50:00-03:00,Marcelo Crivella,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Fernando de Barros e Silva,false,true,0.98,,https://traffic.megaphone.fm/NPP4586296156.mp3?updated=1712688197
ko-418,418,91,"#91: A pandemia, a crise econômica e as ameaças de Bolsonaro",2020-03-12T16:49:00-03:00,Márcio Labre,Fernando de Barros e Silva; José Roberto de Toledo; Bernardo Esteves; Thais Bilenky,,false,false,0.99,https://open.spotify.com/episode/0ZrUUA4FqGUDrFTvfZtplp,https://traffic.megaphone.fm/NPP7201383540.mp3?updated=1712688037
ko-417,417,92,"#92: A escalada mortal do vírus, antidepressivo para a economia e o governo mascarado",2020-03-19T16:45:00-03:00,Eduardo Paes,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Esteves,Bernardo Esteves,false,true,0.99,https://open.spotify.com/episode/5nOVdQeJ8rOXpXWc0zdTuv,https://traffic.megaphone.fm/NPP5800382092.mp3?updated=1712686037
ko-416,416,93,"#93: O Brasil de quarentena, o isolamento de Bolsonaro e a economia à deriva",2020-03-26T17:09:00-03:00,Kátia Abreu,Fernando de Barros e Silva; José Roberto de Toledo; Bernardo Esteves; Thais Bilenky,José Roberto de Toledo,false,true,0.96,https://open.spotify.com/episode/49dVetEaJ5UjvvgEgvaTS8,https://traffic.megaphone.fm/NPP1042622089.mp3?updated=1712685890
ko-415,415,94,"#94: A subnotificação do vírus, Bolsonaro acuado e a economia desgovernada",2020-04-02T17:07:00-03:00,Gustavo Schmidt,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.97,https://open.spotify.com/episode/73mDZvzNGoX6F4m2dwlzxx,https://traffic.megaphone.fm/NPP9117193773.mp3?updated=1712685816
ko-411,411,95,"#95: Os mitos da pandemia, a queda de braço com Mandetta e o bate-cabeça na economia",2020-04-09T16:50:00-03:00,Delegado Valdir,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,,false,false,0.98,https://open.spotify.com/episode/4Ou1AEfanBit8o82s36YZw,https://traffic.megaphone.fm/NPP8023400143.mp3?updated=1712685652
ko-408,408,96,"#96: Um combate no escuro, a queda de Mandetta e confusão na economia",2020-04-16T16:31:00-03:00,Dante Henrique Mantovani,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,Fernando de Barros e Silva; Malu Gaspar,true,true,0.66,https://open.spotify.com/episode/6uGfQ9IFqljPidtGLii2dg,https://traffic.megaphone.fm/NPP6506523342.mp3?updated=1712685381
ko-405,405,97,"#97: Bolsonaro namora a velha política, a epidemia chega à periferia e o mundo depois do corona",2020-04-23T17:30:00-03:00,Cid Gomes,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,Malu Gaspar; José Roberto de Toledo,true,true,0.99,https://open.spotify.com/episode/6YbFliSWAnzR1KB70e3YjO,https://traffic.megaphone.fm/NPP3388167293.mp3?updated=1712685189
ko-401,401,98,#98: Bolsonaro enfrenta o Supremo enquanto mortes batem recorde,2020-04-30T16:50:00-03:00,Luiz Lima,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,,false,false,0.94,https://open.spotify.com/episode/6tp9Vf0XFA8Kc4fh1miI76,https://traffic.megaphone.fm/NPP4720673727.mp3?updated=1712684746
ko-398,398,99,#99: Bolsonaro agride a imprensa e alisa o Centrão,2020-05-07T16:50:00-03:00,Otto Alencar,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/2LpGBWp6NrlAahwUgagQsA,https://traffic.megaphone.fm/NPP5208049823.mp3?updated=1712684403
ko-395,395,100,#100: Quem ameaça e quem protege Bolsonaro,2020-05-14T16:50:00-03:00,Fernando Collor de Mello,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,José Roberto de Toledo,false,true,0.99,https://open.spotify.com/episode/42ZoqQRow5hfRwU04lagw7,https://traffic.megaphone.fm/NPP7675334230.mp3?updated=1712676303
ko-388,388,101,#101: Bolsonaro sob pressão,2020-05-22T10:55:00-03:00,Rafael Greca,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.99,https://open.spotify.com/episode/15ahj1aQ1ZuM31wBcBZKCZ,https://traffic.megaphone.fm/NPP5554146919.mp3?updated=1712675959
ko-384,384,102,#102: Tensão máxima no Planalto,2020-05-29T11:16:00-03:00,Anitta,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/48Wu8Iuoug0lQ0gJDaeAIm,https://traffic.megaphone.fm/NPP3532756381.mp3?updated=1712675482
ko-381,381,103,#103: As ameaças contra Bolsonaro,2020-06-05T10:55:00-03:00,Janaína Paschoal,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/44o2LDnUL6SAPsb9dDuWVs,https://traffic.megaphone.fm/NPP4466632873.mp3?updated=1712675042
ko-378,378,104,#104: As maquiagens de Bolsonaro,2020-06-12T10:55:00-03:00,Carlos Minc,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Malu Gaspar,false,true,0.98,https://open.spotify.com/episode/07Qz6ROPgdqn4C7jFvyWzr,https://traffic.megaphone.fm/NPP9977835021.mp3?updated=1712674697
ko-375,375,105,#105: Espremendo Bolsonaro,2020-06-19T10:55:00-03:00,Narcisa Tamborindeguy,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,,false,false,0.98,https://open.spotify.com/episode/0CNBDkBlxIF9WDECFXTxJ1,https://traffic.megaphone.fm/NPP5104254086.mp3?updated=1712673946
ko-372,372,106,#106: O presidente acuado,2020-06-26T10:55:00-03:00,Carla Zambelli,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.99,https://open.spotify.com/episode/4RBTPrOLPV80PC6DZ014QZ,https://traffic.megaphone.fm/NPP2301108254.mp3?updated=1712673706
ko-369,369,107,#107: As guerras surdas de Bolsonaro,2020-07-03T11:04:00-03:00,Paulo Marinho,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,José Roberto de Toledo,false,true,0.95,https://open.spotify.com/episode/2MhDC0GajxxryQqmEJKcXd,https://traffic.megaphone.fm/NPP8331703430.mp3?updated=1712673075
ko-366,366,108,#108: O vírus bolsonarista,2020-07-10T10:50:00-03:00,Antônio Carlos de Almeida Castro,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,Malu Gaspar,false,true,0.98,https://open.spotify.com/episode/7wLg0Pyl2FLd5wWMMSP9BU,https://traffic.megaphone.fm/NPP6358094105.mp3?updated=1712672775
ko-363,363,109,"#109: Bolsonaro, os militares e o rebanho",2020-07-17T10:50:00-03:00,Renan Santos,Fernando de Barros e Silva; José Roberto de Toledo; Bernardo Esteves; Malu Gaspar,Bernardo Esteves,false,true,0.99,https://open.spotify.com/episode/2MAEH5iBxpjEVIwdXrYXPs,https://traffic.megaphone.fm/NPP6771586988.mp3?updated=1712672700
ko-360,360,110,#110: Bolsonaro e o partido da boquinha,2020-07-24T10:56:00-03:00,,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,Bernardo Esteves,false,false,0.93,https://open.spotify.com/episode/58NKTsoU6YkgHD4GEJUCHT,https://traffic.megaphone.fm/NPP9551240469.mp3?updated=1712671761
ko-357,357,111,#111: A república rachada de Bolsonaro,2020-07-31T11:31:00-03:00,Márcio França,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,,false,false,0.94,https://open.spotify.com/episode/09eG4Udva2UDIH10fbUgiv,https://traffic.megaphone.fm/NPP3645737101.mp3?updated=1712613623
ko-354,354,112,#112: A metamorfose de Bolsonaro,2020-08-07T10:50:00-03:00,Márcio França,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,,false,false,0.98,https://open.spotify.com/episode/1X9BnqkrUwVkUNLjpS5ccp,https://traffic.megaphone.fm/NPP7408446657.mp3?updated=1712612611
ko-351,351,113,#113: Bolsonaro fura o teto,2020-08-14T11:00:00-03:00,,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,,false,false,0.57,https://open.spotify.com/episode/55jxYwWIhZkxY3H2gMi614,https://traffic.megaphone.fm/NPP3015040064.mp3?updated=1712612367
ko-348,348,114,#114: A Bolso Família,2020-08-21T11:00:00-03:00,Flávio Dino,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.98,https://open.spotify.com/episode/5feK8tBwdlJJ33BwdkDwBA,https://traffic.megaphone.fm/NPP1174970810.mp3?updated=1712612249
ko-345,345,115,#115: Um presidente chapa quente,2020-08-28T10:56:00-03:00,Salim Matar,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,José Roberto de Toledo,false,true,0.96,https://open.spotify.com/episode/6Cgjdg3oLJqY1U3bKA2KVP,https://traffic.megaphone.fm/NPP2512189758.mp3?updated=1712671095
ko-343,343,116,#116: Bolsonaro e as vacinas,2020-09-04T10:29:00-03:00,Cabo Daciolo,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Bernardo Esteves,false,true,0.98,https://open.spotify.com/episode/4sN7sq2p8Ri3sRFpCJRxww,https://traffic.megaphone.fm/NPP7231133864.mp3?updated=1712611811
ko-339,339,117,#117: A inflação de Bolsonaro,2020-09-11T11:00:00-03:00,Cabo Daciolo,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,,false,false,0.92,https://open.spotify.com/episode/6AzArpqNL8AGITVP9xuPek,https://traffic.megaphone.fm/NPP7051849217.mp3?updated=1712611728
ko-335,335,118,#118: O presidente no meio do fogo,2020-09-18T11:00:00-03:00,Roberto Jefferson,Fernando de Barros e Silva; José Roberto de Toledo; Bernardo Esteves; Malu Gaspar,Malu Gaspar,false,true,0.99,,https://traffic.megaphone.fm/NPP3421582401.mp3?updated=1712611666
ko-333,333,119,#119: Bolsonaro entre o verde e as verdinhas,2020-09-25T11:00:00-03:00,Delúbio Soares,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,,false,false,0.78,https://open.spotify.com/episode/2T38tml8xuFNN6dDEp9MVG,https://traffic.megaphone.fm/NPP8103839796.mp3?updated=1712610882
ko-330,330,120,#120: As pedaladas de Bolsonaro,2020-10-02T10:50:00-03:00,João Gordo,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves,José Roberto de Toledo,false,true,0.99,,https://traffic.megaphone.fm/NPP5421804805.mp3?updated=1712610696
ko-328,328,121,"#121: Com o Centrão, com tudo",2020-10-09T10:51:00-03:00,Telmário Mota,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.96,https://open.spotify.com/episode/3XW5acuCAhsc9TV9kpk2r2,https://traffic.megaphone.fm/NPP5048157713.mp3?updated=1712610538
ko-327,327,122,"#122: O Rap, o futebol e uma cueca cheia de dinheiro",2020-10-16T11:00:29-03:00,Arthur Weintraub,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.98,,https://traffic.megaphone.fm/NPP2341687987.mp3?updated=1698090623
ko-326,326,123,#123: Bolsonaro sem vacina,2020-10-23T10:35:00-03:00,Ênio Tatto,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/12ibEzPzXfzYWboBgZZVCe,https://traffic.megaphone.fm/NPP1905121255.mp3?updated=1712607899
ko-324,324,124,#124: O bolsonarismo frita seus generais,2020-10-30T11:00:00-03:00,Cidinha Campos,Fernando de Barros e Silva; Bernardo Esteves; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.97,,https://traffic.megaphone.fm/NPP4215631420.mp3?updated=1712607816
ko-323,323,125,#125: As urnas contra Trump e Bolsonaro,2020-11-06T10:50:00-03:00,Waldir Luiz Ferraz,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.91,https://open.spotify.com/episode/6mnWrJgOhHYjklZlkmJ6QZ,https://traffic.megaphone.fm/NPP9113652649.mp3?updated=1712607621
ko-321,321,126,#126: Saliva e pólvora contra a vacina,2020-11-13T11:11:00-03:00,Levi Fidelix,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.98,,https://traffic.megaphone.fm/NPP5298559201.mp3?updated=1712607326
ko-316,316,127,#127: Maré alta contra Bolsonaro,2020-11-20T10:47:00-03:00,Gilson Machado,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Thais Bilenky; Bernardo Esteves,,false,false,0.97,https://open.spotify.com/episode/253lluj5KqOWL0yZ9YYMM2,https://traffic.megaphone.fm/NPP1819358728.mp3?updated=1712607072
ko-315,315,128,"#128: As urnas, o racismo e o vírus",2020-11-27T11:00:00-03:00,Roberto Requião,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,José Roberto de Toledo,false,true,0.98,,https://traffic.megaphone.fm/NPP5720029757.mp3?updated=1712606998
ko-311,311,129,#129: O Brasil na rabeira,2020-12-04T10:36:00-03:00,Pompeu de Matos,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.97,https://open.spotify.com/episode/55OXYOTyyYX1LWz9DaUv29,https://traffic.megaphone.fm/NPP5890225284.mp3?updated=1712605758
ko-310,310,130,"#130: À deriva, sem vacina",2020-12-11T10:39:00-03:00,José Genoino,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Fernando de Barros e Silva; Malu Gaspar,true,true,0.94,https://open.spotify.com/episode/3y6eBsNDnyDcNGTCPc6iu2,https://traffic.megaphone.fm/NPP8558267260.mp3?updated=1712605651
ko-309,309,131,#131: Para que essa ansiedade?,2020-12-18T11:00:00-03:00,Carlos Marum,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/6aW9eYi7XONAn9ihn6vV5W,https://traffic.megaphone.fm/NPP9588159369.mp3?updated=1712605376
ko-308,308,132,#132: Presidente mimimi,2021-01-08T11:00:00-03:00,André Janones,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/4oIObUh8pYNuwQigXaK8gt,https://traffic.megaphone.fm/NPP5637441541.mp3?updated=1712604778
ko-307,307,133,"#133: Pouca vacina, muita lambança",2021-01-15T10:38:00-03:00,Bibo Nunes,Fernando de Barros e Silva; Malu Gaspar; Thais Bilenky; Bernardo Esteves,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/3N5PlCao7YD2ezFLfuDomV,https://traffic.megaphone.fm/NPP4712008960.mp3?updated=1712604714
ko-306,306,134,"#134: Sem vacina, sem Trump, sem nada",2021-01-22T11:00:00-03:00,Alexandre Frota,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Mello Franco,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Mello Franco,true,true,0.74,https://open.spotify.com/episode/7wFjOOfPBHNgJK63tlEq5W,https://traffic.megaphone.fm/NPP7675984333.mp3?updated=1712604522
ko-305,305,135,"#135: Vacina pouca, meu braço primeiro",2021-01-29T10:40:00-03:00,Boca Aberta,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar; Bernardo Esteves; Thais Bilenky,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/2ULXqFCye7IYBZUnvinUfg,https://traffic.megaphone.fm/NPP4031010774.mp3?updated=1712604317
ko-304,304,136,#136: Todo poder ao Arenão,2021-02-05T10:30:00-03:00,Supla,Fernando de Barros e Silva; Thais Bilenky; José Roberto de Toledo; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.93,,https://traffic.megaphone.fm/NPP8186559706.mp3?updated=1712604234
ko-303,303,137,"#137: Pós-Lava Jato, pré-Arenão",2021-02-12T10:57:00-03:00,Eduardo Bolsonaro,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Esteves,Thais Bilenky,false,true,0.98,https://open.spotify.com/episode/51pdk84vRjlK6w7e1wswEJ,https://traffic.megaphone.fm/NPP8828848649.mp3?updated=1712603969
ko-301,301,138,"#138: Mais armas, menos vacinas",2021-02-19T11:00:00-03:00,Julian Lemos,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Esteves,José Roberto de Toledo,false,true,0.94,https://open.spotify.com/episode/4hn56d4WomfRkEczEk9uUy,https://traffic.megaphone.fm/NPP2442842521.mp3?updated=1712603916
ko-299,299,139,#139: Liberalismo adernado e o tsunami,2021-02-26T11:00:00-03:00,Cris Tonieto,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky; Bernardo Esteves,,false,false,0.99,,https://traffic.megaphone.fm/NPP2007457793.mp3?updated=1712603832
ko-297,297,140,#140: A variante Bolsonaro,2021-03-05T11:00:00-03:00,Fernando Collor de Mello,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/6gg6zFxqngIXihRGyyvZib,https://traffic.megaphone.fm/NPP3484610478.mp3?updated=1712603692
ko-294,294,141,#141: Lula entra em campo,2021-03-12T11:00:00-03:00,Fernando Henrique Cardoso,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Fernando de Barros e Silva; José Roberto de Toledo,true,true,0.96,https://open.spotify.com/episode/7BeI2jhv0Th26IkF9h4DLW,https://traffic.megaphone.fm/NPP3083455017.mp3?updated=1712603584
ko-293,293,142,#142: O Brasil pelo cano,2021-03-19T10:36:00-03:00,,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,false,0.0,https://open.spotify.com/episode/4djvCFVboDLwJacjE7Di7L,https://traffic.megaphone.fm/NPP4396792017.mp3?updated=1712603472
ko-291,291,143,"#143: Bolsonaro entre Lula, o Arenão e 300 mil mortos",2021-03-26T10:35:00-03:00,Gustavo Franco,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.99,https://open.spotify.com/episode/2V4WsFrFLI544p7R9o8Dbg,https://traffic.megaphone.fm/NPP2289194696.mp3?updated=1712603397
ko-290,290,144,"#144: Novos generais, velho truque",2021-04-02T10:30:00-03:00,Cristiane Brasil,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.97,https://open.spotify.com/episode/5c95RVGeH5UvmfwO72Qjfi,https://traffic.megaphone.fm/NPP7354197680.mp3?updated=1712603351
ko-289,289,145,"#145: Com fome, com sufoco, com tudo",2021-04-09T10:45:00-03:00,Tasso Jereissati,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/53pHbAquoGjCzOZjCkMKoY,https://traffic.megaphone.fm/NPP6261057872.mp3?updated=1712601390
ko-288,288,146,"#146: Mortes demais, vacinas de menos",2021-04-16T10:18:00-03:00,Michelle Bolsonaro,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.98,https://open.spotify.com/episode/7u85NO8n0JUkuOZKRY4qXy,https://traffic.megaphone.fm/NPP7353133528.mp3?updated=1712601276
ko-287,287,147,"#147: Os madeireiros, os caras de pau e as chantagens",2021-04-23T10:18:00-03:00,Magno Malta,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.98,https://open.spotify.com/episode/5kRXHClCEE1nyZ3C0dKKPa,https://traffic.megaphone.fm/NPP3874036842.mp3?updated=1712601223
ko-286,286,148,#148: De Posto Ipiranga a loja de conveniência,2021-04-30T11:03:00-03:00,Acelino Popó Freitas,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.97,,https://traffic.megaphone.fm/NPP3861614972.mp3?updated=1712601142
ko-285,285,149,"#149: O Congresso entre a CPI, Bolsonaro e Lula",2021-05-07T10:21:00-03:00,Fábio Porchat,Fernando de Barros e Silva; José Roberto de Toledo; Thaís Oyama,Fernando de Barros e Silva,false,true,0.6,https://open.spotify.com/episode/5QdC0aiSKlw2oB0JeHiQh2,https://traffic.megaphone.fm/NPP6523694714.mp3?updated=1712601103
ko-284,284,150,#150: Da pedalada à tratorada,2021-05-14T10:26:00-03:00,Fernando Bezerra Coelho,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.99,,https://traffic.megaphone.fm/NPP5108882476.mp3?updated=1712601015
ko-283,283,151,#151: Em nome do chefe,2021-05-21T10:29:00-03:00,Joyce Hasselmann,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.99,https://open.spotify.com/episode/300yT7xF1VLduVS3VoRKVM,https://traffic.megaphone.fm/NPP1776395059.mp3?updated=1712598580
ko-282,282,152,#152: A próxima onda,2021-05-28T10:25:00-03:00,Eduardo Cunha,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.93,,https://traffic.megaphone.fm/NPP2581548537.mp3?updated=1712598365
ko-281,281,153,#153: Pandemicídio e anarquia militar,2021-06-04T10:13:00-03:00,Roberto Jefferson,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.99,https://open.spotify.com/episode/03f8r6RXU1hbeAohTwrzav,https://traffic.megaphone.fm/NPP3282949512.mp3?updated=1712598276
ko-280,280,154,"#154: Boom, bola e bolso",2021-06-11T10:37:00-03:00,Luciano Huck,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,José Roberto de Toledo,false,true,0.96,,https://traffic.megaphone.fm/NPP1327924272.mp3?updated=1712598188
ko-279,279,155,#155: O apagão de Bolsonaro,2021-06-18T10:28:00-03:00,Joel Santana,Fernando de Barros e Silva; José Roberto de Toledo; Thaís Oyama,,false,false,0.98,https://open.spotify.com/episode/2akHsuC9r3M2d9ZPsqjp8v,https://traffic.megaphone.fm/NPP9402159761.mp3?updated=1712598118
ko-278,278,156,#156: Bolsonaro tenta apagar o que acendeu,2021-06-25T10:22:00-03:00,Drauzio Varela,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.98,,https://traffic.megaphone.fm/NPP4663102080.mp3?updated=1712598061
ko-276,276,157,#157: Vacina custa caro a Bolsonaro,2021-07-02T10:30:00-03:00,Tereza Cristina,Fernando de Barros e Silva; José Roberto de Toledo; Thaís Oyama,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/6gUHejsURtBakNfwYPubL0,https://traffic.megaphone.fm/NPP8302873390.mp3?updated=1712597923
